Book,Url,Paragraph
Siddhartha,https://www.gutenberg.org/files/2500/2500-h/2500-h.htm,"With a gloomy mind, Siddhartha went to the pleasure-garden he owned, locked the gate, sat down under a mango-tree, felt death in his heart and horror in his chest, sat and sensed how everything died in him, withered in him, came to an end in him. By and by, he gathered his thoughts, and in his mind, he once again went the entire path of his life, starting with the first days he could remember. When was there ever a time when he had experienced happiness, felt a true bliss? Oh yes, several times he had experienced such a thing. In his years as a boy, he had had a taste of it, when he had obtained praise from the Brahmans, he had felt it in his heart: There is a path in front of the one who has distinguished himself in the recitation of the holy verses, in the dispute with the learned ones, as an assistant in the offerings. Then, he had felt it in his heart: There is a path in front of you, you are destined for, the gods are awaiting you. And again, as a young man, when the ever rising, upward fleeing, goal of all thinking had ripped him out of and up from the multitude of those seeking the same goal, when he wrestled in pain for the purpose of Brahman, when every obtained knowledge only kindled new thirst in him, then again he had, in the midst of the thirst, in the midst of the pain felt this very same thing: Go on! Go on! You are called upon! He had heard this voice when he had left his home and had chosen the life of a Samana, and again when he had gone away from the Samanas to that perfected one, and also when he had gone away from him to the uncertain. For how long had he not heard this voice any more, for how long had he reached no height any more, how even and dull was the manner in which his path had passed through life, for many long years, without a high goal, without thirst, without elevation, content with small lustful pleasures and yet never satisfied! For all of these many years, without knowing it himself, he had tried hard and longed to become a man like those many, like those children, and in all this, his life had been much more miserable and poorer than theirs, and their goals were not his, nor their worries; after all, that entire world of the Kamaswami-people had only been a game to him, a dance he would watch, a comedy. Only Kamala had been dear, had been valuable to him but was she still thus? Did he still need her, or she him? Did they not play a game without an ending? Was it necessary to live for this? No, it was not necessary! The name of this game was Sansara, a game for children, a game which was perhaps enjoyable to play once, twice, ten times but for ever and ever over again?"
The Problems of Philosophy,https://www.gutenberg.org/files/5827/5827-h/5827-h.htm,"The great representative, in modern times, of the kind of view which we wish to examine, was Hegel (1770-1831). Hegel's philosophy is very difficult, and commentators differ as to the true interpretation of it. According to the interpretation I shall adopt, which is that of many, if not most, of the commentators and has the merit of giving an interesting and important type of philosophy, his main thesis is that everything short of the Whole is obviously fragmentary, and obviously incapable of existing without the complement supplied by the rest of the world. Just as a comparative anatomist, from a single bone, sees what kind of animal the whole must have been, so the metaphysician, according to Hegel, sees, from any one piece of reality, what the whole of reality must be at least in its large outlines. Every apparently separate piece of reality has, as it were, hooks which grapple it to the next piece; the next piece, in turn, has fresh hooks, and so on, until the whole universe is reconstructed. This essential incompleteness appears, according to Hegel, equally in the world of thought and in the world of things. In the world of thought, if we take any idea which is abstract or incomplete, we find, on examination, that if we forget its incompleteness, we become involved in contradictions; these contradictions turn the idea in question into its opposite, or antithesis; and in order to escape, we have to find a new, less incomplete idea, which is the synthesis of our original idea and its antithesis. This new idea, though less incomplete than the idea we started with, will be found, nevertheless, to be still not wholly complete, but to pass into its antithesis, with which it must be combined in a new synthesis. In this way Hegel advances until he reaches the 'Absolute Idea', which, according to him, has no incompleteness, no opposite, and no need of further development. The Absolute Idea, therefore, is adequate to describe Absolute Reality; but all lower ideas only describe reality as it appears to a partial view, not as it is to one who simultaneously surveys the Whole. Thus Hegel reaches the conclusion that Absolute Reality forms one single harmonious system, not in space or time, not in any degree evil, wholly rational, and wholly spiritual. Any appearance to the contrary, in the world we know, can be proved logically so he believes to be entirely due to our fragmentary piecemeal view of the universe. If we saw the universe whole, as we may suppose God sees it, space and time and matter and evil and all striving and struggling would disappear, and we should see instead an eternal perfect unchanging spiritual unity. "
"The Extraordinary Adventures of Ars ne Lupin, Gentleman-burglar",https://www.gutenberg.org/files/6133/6133-h/6133-h.htm,"And then, exclaimed Ars ne Lupin, I held in my hands a trump-card: an anxious public watching and waiting for my escape. And that is the fatal error into which you fell, you and the others, in the course of that fascinating game pending between me and the officers of the law wherein the stake was my liberty. And you supposed that I was playing to the gallery; that I was intoxicated with my success. I, Ars ne Lupin, guilty of such weakness! Oh, no! And, no longer ago than the Cahorn affair, you said: When Ars ne Lupin cries from the housetops that he will escape, he has some object in view. But, sapristi, you must understand that in order to escape I must create, in advance, a public belief in that escape, a belief amounting to an article of faith, an absolute conviction, a reality as glittering as the sun. And I did create that belief that Ars ne Lupin would escape, that Ars ne Lupin would not be present at his trial. And when you gave your evidence and said: That man is not Ars ne Lupin, everybody was prepared to believe you. Had one person doubted it, had any one uttered this simple restriction: Suppose it is Ars ne Lupin? from that moment, I was lost. If anyone had scrutinized my face, not imbued with the idea that I was not Ars ne Lupin, as you and the others did at my trial, but with the idea that I might be Ars ne Lupin; then, despite all my precautions, I should have been recognized. But I had no fear. Logically, psychologically, no once could entertain the idea that I was Ars ne Lupin. "
Ethan Frome,https://www.gutenberg.org/files/4517/4517-h/4517-h.htm,"He felt all the more sorry for the girl because misfortune had, in a sense, indentured her to them. Mattie Silver was the daughter of a cousin of Zenobia Frome's, who had inflamed his clan with mingled sentiments of envy and admiration by descending from the hills to Connecticut, where he had married a Stamford girl and succeeded to her father's thriving drug business. Unhappily Orin Silver, a man of far-reaching aims, had died too soon to prove that the end justifies the means. His accounts revealed merely what the means had been; and these were such that it was fortunate for his wife and daughter that his books were examined only after his impressive funeral. His wife died of the disclosure, and Mattie, at twenty, was left alone to make her way on the fifty dollars obtained from the sale of her piano. For this purpose her equipment, though varied, was inadequate. She could trim a hat, make molasses candy, recite Curfew shall not ring to-night, and play The Lost Chord and a pot-pourri from Carmen. When she tried to extend the field of her activities in the direction of stenography and book-keeping her health broke down, and six months on her feet behind the counter of a department store did not tend to restore it. Her nearest relations had been induced to place their savings in her father's hands, and though, after his death, they ungrudgingly acquitted themselves of the Christian duty of returning good for evil by giving his daughter all the advice at their disposal, they could hardly be expected to supplement it by material aid. But when Zenobia's doctor recommended her looking about for some one to help her with the house-work the clan instantly saw the chance of exacting a compensation from Mattie. Zenobia, though doubtful of the girl's efficiency, was tempted by the freedom to find fault without much risk of losing her; and so Mattie came to Starkfield. "
Essays of Michel de Montaigne,https://www.gutenberg.org/files/3600/3600-h/3600-h.htm,"There are peoples, where, his wife and children excepted, no one speaks to the king but through a tube. In one and the same nation, the virgins discover those parts that modesty should persuade them to hide, and the married women carefully cover and conceal them. To which, this custom, in another place, has some relation, where chastity, but in marriage, is of no esteem, for unmarried women may prostitute themselves to as many as they please, and being got with child, may lawfully take physic, in the sight of every one, to destroy their fruit. And, in another place, if a tradesman marry, all of the same condition, who are invited to the wedding, lie with the bride before him; and the greater number of them there is, the greater is her honour, and the opinion of her ability and strength: if an officer marry, tis the same, the same with a labourer, or one of mean condition; but then it belongs to the lord of the place to perform that office; and yet a severe loyalty during marriage is afterward strictly enjoined. There are places where brothels of young men are kept for the pleasure of women; where the wives go to war as well as the husbands, and not only share in the dangers of battle, but, moreover, in the honours of command. Others, where they wear rings not only through their noses, lips, cheeks, and on their toes, but also weighty gimmals of gold thrust through their paps and buttocks; where, in eating, they wipe their fingers upon their thighs, genitories, and the soles of their feet: where children are excluded, and brothers and nephews only inherit; and elsewhere, nephews only, saving in the succession of the prince: where, for the regulation of community in goods and estates, observed in the country, certain sovereign magistrates have committed to them the universal charge and overseeing of the agriculture, and distribution of the fruits, according to the necessity of every one where they lament the death of children, and feast at the decease of old men: where they lie ten or twelve in a bed, men and their wives together: where women, whose husbands come to violent ends, may marry again, and others not: where the condition of women is looked upon with such contempt, that they kill all the native females, and buy wives of their neighbours to supply their use; where husbands may repudiate their wives, without showing any cause, but wives cannot part from their husbands, for what cause soever; where husbands may sell their wives in case of sterility; where they boil the bodies of their dead, and afterward pound them to a pulp, which they mix with their wine, and drink it; where the most coveted sepulture is to be eaten by dogs, and elsewhere by birds; where they believe the souls of the blessed live in all manner of liberty, in delightful fields, furnished with all sorts of delicacies, and that it is these souls, repeating the words we utter, which we call Echo; where they fight in the water, and shoot their arrows with the most mortal aim, swimming; where, for a sign of subjection, they lift up their shoulders, and hang down their heads; where they put off their shoes when they enter the king s palace; where the eunuchs, who take charge of the sacred women, have, moreover, their lips and noses cut off, that they may not be loved; where the priests put out their own eyes, to be better acquainted with their demons, and the better to receive their oracles; where every one makes to himself a deity of what he likes best; the hunter of a lion or a fox, the fisher of some fish; idols of every human action or passion; in which place, the sun, the moon, and the earth are the principal deities, and the form of taking an oath is, to touch the earth, looking up to heaven; where both flesh and fish is eaten raw; where the greatest oath they take is, to swear by the name of some dead person of reputation, laying their hand upon his tomb; where the newyear s gift the king sends every year to the princes, his vassals, is fire, which being brought, all the old fire is put out, and the neighbouring people are bound to fetch of the new, every one for themselves, upon pain of high treason; where, when the king, to betake himself wholly to devotion, retires from his administration (which often falls out), his next successor is obliged to do the same, and the right of the kingdom devolves to the third in succession: where they vary the form of government, according to the seeming necessity of affairs: depose the king when they think good, substituting certain elders to govern in his stead, and sometimes transferring it into the hands of the commonality: where men and women are both circumcised and also baptized: where the soldier, who in one or several engagements, has been so fortunate as to present seven of the enemies heads to the king, is made noble: where they live in that rare and unsociable opinion of the mortality of the soul: where the women are delivered without pain or fear: where the women wear copper leggings upon both legs, and if a louse bite them, are bound in magnanimity to bite them again, and dare not marry, till first they have made their king a tender of their virginity, if he please to accept it: where the ordinary way of salutation is by putting a finger down to the earth, and then pointing it up toward heaven: where men carry burdens upon their heads, and women on their shoulders; where the women make water standing, and the men squatting: where they send their blood in token of friendship, and offer incense to the men they would honour, like gods: where, not only to the fourth, but in any other remote degree, kindred are not permitted to marry: where the children are four years at nurse, and often twelve; in which place, also, it is accounted mortal to give the child suck the first day after it is born: where the correction of the male children is peculiarly designed to the fathers, and to the mothers of the girls; the punishment being to hang them by the heels in the smoke: where they circumcise the women: where they eat all sorts of herbs, without other scruple than of the badness of the smell: where all things are open the finest houses, furnished in the richest manner, without doors, windows, trunks, or chests to lock, a thief being there punished double what they are in other places: where they crack lice with their teeth like monkeys, and abhor to see them killed with one s nails: where in all their lives they neither cut their hair nor pare their nails; and, in another place, pare those of the right hand only, letting the left grow for ornament and bravery: where they suffer the hair on the right side to grow as long as it will, and shave the other; and in the neighbouring provinces, some let their hair grow long before, and some behind, shaving close the rest: where parents let out their children, and husbands their wives, to their guests to hire: where a man may get his own mother with child, and fathers make use of their own daughters or sons, without scandal: where, at their solemn feasts, they interchangeably lend their children to one another, without any consideration of nearness of blood. In one place, men feed upon human flesh; in another, tis reputed a pious office for a man to kill his father at a certain age; elsewhere, the fathers dispose of their children, whilst yet in their mothers wombs, some to be preserved and carefully brought up, and others to be abandoned or made away. Elsewhere the old husbands lend their wives to young men; and in another place they are in common without offence; in one place particularly, the women take it for a mark of honour to have as many gay fringed tassels at the bottom of their garment, as they have lain with several men. Moreover, has not custom made a republic of women separately by themselves? has it not put arms into their hands, and made them raise armies and fight battles? And does she not, by her own precept, instruct the most ignorant vulgar, and make them perfect in things which all the philosophy in the world could never beat into the heads of the wisest men? For we know entire nations, where death was not only despised, but entertained with the greatest triumph; where children of seven years old suffered themselves to be whipped to death, without changing countenance; where riches were in such contempt, that the meanest citizen would not have deigned to stoop to take up a purse of crowns. And we know regions, very fruitful in all manner of provisions, where, notwithstanding, the most ordinary diet, and that they are most pleased with, is only bread, cresses, and water. Did not custom, moreover, work that miracle in Chios that, in seven hundred years, it was never known that ever maid or wife committed any act to the prejudice of her honour?"
David Copperfield,https://www.gutenberg.org/files/766/766-h/766-h.htm,"The public dinner to our distinguished fellow-colonist and townsman, WILKINS MICAWBER, ESQUIRE, Port Middlebay District Magistrate, came off yesterday in the large room of the Hotel, which was crowded to suffocation. It is estimated that not fewer than forty-seven persons must have been accommodated with dinner at one time, exclusive of the company in the passage and on the stairs. The beauty, fashion, and exclusiveness of Port Middlebay, flocked to do honour to one so deservedly esteemed, so highly talented, and so widely popular. Doctor Mell (of Colonial Salem-House Grammar School, Port Middlebay) presided, and on his right sat the distinguished guest. After the removal of the cloth, and the singing of Non Nobis (beautifully executed, and in which we were at no loss to distinguish the bell-like notes of that gifted amateur, WILKINS MICAWBER, ESQUIRE, JUNIOR), the usual loyal and patriotic toasts were severally given and rapturously received. Doctor Mell, in a speech replete with feeling, then proposed Our distinguished Guest, the ornament of our town. May he never leave us but to better himself, and may his success among us be such as to render his bettering himself impossible! The cheering with which the toast was received defies description. Again and again it rose and fell, like the waves of ocean. At length all was hushed, and WILKINS MICAWBER, ESQUIRE, presented himself to return thanks. Far be it from us, in the present comparatively imperfect state of the resources of our establishment, to endeavour to follow our distinguished townsman through the smoothly-flowing periods of his polished and highly-ornate address! Suffice it to observe, that it was a masterpiece of eloquence; and that those passages in which he more particularly traced his own successful career to its source, and warned the younger portion of his auditory from the shoals of ever incurring pecuniary liabilities which they were unable to liquidate, brought a tear into the manliest eye present. The remaining toasts were DOCTOR MELL; Mrs. MICAWBER (who gracefully bowed her acknowledgements from the side-door, where a galaxy of beauty was elevated on chairs, at once to witness and adorn the gratifying scene), Mrs. RIDGER BEGS (late Miss Micawber); Mrs. MELL; WILKINS MICAWBER, ESQUIRE, JUNIOR (who convulsed the assembly by humorously remarking that he found himself unable to return thanks in a speech, but would do so, with their permission, in a song); Mrs. MICAWBER S FAMILY (well known, it is needless to remark, in the mother-country), &c. &c. &c. At the conclusion of the proceedings the tables were cleared as if by art-magic for dancing. Among the votaries of TERPSICHORE, who disported themselves until Sol gave warning for departure, Wilkins Micawber, Esquire, Junior, and the lovely and accomplished Miss Helena, fourth daughter of Doctor Mell, were particularly remarkable. "
The History of the Peloponnesian War,https://www.gutenberg.org/files/7142/7142-h/7142-h.htm,"So bloody was the march of the revolution, and the impression which it made was the greater as it was one of the first to occur. Later on, one may say, the whole Hellenic world was convulsed; struggles being every, where made by the popular chiefs to bring in the Athenians, and by the oligarchs to introduce the Lacedaemonians. In peace there would have been neither the pretext nor the wish to make such an invitation; but in war, with an alliance always at the command of either faction for the hurt of their adversaries and their own corresponding advantage, opportunities for bringing in the foreigner were never wanting to the revolutionary parties. The sufferings which revolution entailed upon the cities were many and terrible, such as have occurred and always will occur, as long as the nature of mankind remains the same; though in a severer or milder form, and varying in their symptoms, according to the variety of the particular cases. In peace and prosperity, states and individuals have better sentiments, because they do not find themselves suddenly confronted with imperious necessities; but war takes away the easy supply of daily wants, and so proves a rough master, that brings most men s characters to a level with their fortunes. Revolution thus ran its course from city to city, and the places which it arrived at last, from having heard what had been done before, carried to a still greater excess the refinement of their inventions, as manifested in the cunning of their enterprises and the atrocity of their reprisals. Words had to change their ordinary meaning and to take that which was now given them. Reckless audacity came to be considered the courage of a loyal ally; prudent hesitation, specious cowardice; moderation was held to be a cloak for unmanliness; ability to see all sides of a question, inaptness to act on any. Frantic violence became the attribute of manliness; cautious plotting, a justifiable means of self-defence. The advocate of extreme measures was always trustworthy; his opponent a man to be suspected. To succeed in a plot was to have a shrewd head, to divine a plot a still shrewder; but to try to provide against having to do either was to break up your party and to be afraid of your adversaries. In fine, to forestall an intending criminal, or to suggest the idea of a crime where it was wanting, was equally commended until even blood became a weaker tie than party, from the superior readiness of those united by the latter to dare everything without reserve; for such associations had not in view the blessings derivable from established institutions but were formed by ambition for their overthrow; and the confidence of their members in each other rested less on any religious sanction than upon complicity in crime. The fair proposals of an adversary were met with jealous precautions by the stronger of the two, and not with a generous confidence. Revenge also was held of more account than self-preservation. Oaths of reconciliation, being only proffered on either side to meet an immediate difficulty, only held good so long as no other weapon was at hand; but when opportunity offered, he who first ventured to seize it and to take his enemy off his guard, thought this perfidious vengeance sweeter than an open one, since, considerations of safety apart, success by treachery won him the palm of superior intelligence. Indeed it is generally the case that men are readier to call rogues clever than simpletons honest, and are as ashamed of being the second as they are proud of being the first. The cause of all these evils was the lust for power arising from greed and ambition; and from these passions proceeded the violence of parties once engaged in contention. The leaders in the cities, each provided with the fairest professions, on the one side with the cry of political equality of the people, on the other of a moderate aristocracy, sought prizes for themselves in those public interests which they pretended to cherish, and, recoiling from no means in their struggles for ascendancy engaged in the direst excesses; in their acts of vengeance they went to even greater lengths, not stopping at what justice or the good of the state demanded, but making the party caprice of the moment their only standard, and invoking with equal readiness the condemnation of an unjust verdict or the authority of the strong arm to glut the animosities of the hour. Thus religion was in honour with neither party; but the use of fair phrases to arrive at guilty ends was in high reputation. Meanwhile the moderate part of the citizens perished between the two, either for not joining in the quarrel, or because envy would not suffer them to escape. "
Oliver Twist,https://www.gutenberg.org/files/730/730-h/730-h.htm,"Of course the lady knows that, don t she? demanded Mr. Blathers. Always interrupting, you are, partner! This here Conkey Chickweed, miss, kept a public-house over Battlebridge way, and he had a cellar, where a good many young lords went to see cock-fighting, and badger-drawing, and that; and a wery intellectual manner the sports was conducted in, for I ve seen em off en. He warn t one of the family, at that time; and one night he was robbed of three hundred and twenty-seven guineas in a canvas bag, that was stole out of his bedroom in the dead of night, by a tall man with a black patch over his eye, who had concealed himself under the bed, and after committing the robbery, jumped slap out of window: which was only a story high. He was wery quick about it. But Conkey was quick, too; for he fired a blunderbuss arter him, and roused the neighbourhood. They set up a hue-and-cry, directly, and when they came to look about em, found that Conkey had hit the robber; for there was traces of blood, all the way to some palings a good distance off; and there they lost em. However, he had made off with the blunt; and, consequently, the name of Mr. Chickweed, licensed witler, appeared in the Gazette among the other bankrupts; and all manner of benefits and subscriptions, and I don t know what all, was got up for the poor man, who was in a wery low state of mind about his loss, and went up and down the streets, for three or four days, a pulling his hair off in such a desperate manner that many people was afraid he might be going to make away with himself. One day he came up to the office, all in a hurry, and had a private interview with the magistrate, who, after a deal of talk, rings the bell, and orders Jem Spyers in (Jem was a active officer), and tells him to go and assist Mr. Chickweed in apprehending the man as robbed his house. I see him, Spyers, said Chickweed, pass my house yesterday morning, Why didn t you up, and collar him! says Spyers. I was so struck all of a heap, that you might have fractured my skull with a toothpick, says the poor man; but we re sure to have him; for between ten and eleven o clock at night he passed again. Spyers no sooner heard this, than he put some clean linen and a comb, in his pocket, in case he should have to stop a day or two; and away he goes, and sets himself down at one of the public-house windows behind the little red curtain, with his hat on, all ready to bolt out, at a moment s notice. He was smoking his pipe here, late at night, when all of a sudden Chickweed roars out, Here he is! Stop thief! Murder! Jem Spyers dashes out; and there he sees Chickweed, a-tearing down the street full cry. Away goes Spyers; on goes Chickweed; round turns the people; everybody roars out, Thieves! and Chickweed himself keeps on shouting, all the time, like mad. Spyers loses sight of him a minute as he turns a corner; shoots round; sees a little crowd; dives in; Which is the man? D me! says Chickweed, I ve lost him again! It was a remarkable occurrence, but he warn t to be seen nowhere, so they went back to the public-house. Next morning, Spyers took his old place, and looked out, from behind the curtain, for a tall man with a black patch over his eye, till his own two eyes ached again. At last, he couldn t help shutting em, to ease em a minute; and the very moment he did so, he hears Chickweed a-roaring out, Here he is! Off he starts once more, with Chickweed half-way down the street ahead of him; and after twice as long a run as the yesterday s one, the man s lost again! This was done, once or twice more, till one-half the neighbours gave out that Mr. Chickweed had been robbed by the devil, who was playing tricks with him arterwards; and the other half, that poor Mr. Chickweed had gone mad with grief. "
Around the World in Eighty Days,https://www.gutenberg.org/files/103/103-h/103-h.htm,"Phileas Fogg, having shut the door of his house at half-past eleven, and having put his right foot before his left five hundred and seventy-five times, and his left foot before his right five hundred and seventy-six times, reached the Reform Club, an imposing edifice in Pall Mall, which could not have cost less than three millions. He repaired at once to the dining-room, the nine windows of which open upon a tasteful garden, where the trees were already gilded with an autumn colouring; and took his place at the habitual table, the cover of which had already been laid for him. His breakfast consisted of a side-dish, a broiled fish with Reading sauce, a scarlet slice of roast beef garnished with mushrooms, a rhubarb and gooseberry tart, and a morsel of Cheshire cheese, the whole being washed down with several cups of tea, for which the Reform is famous. He rose at thirteen minutes to one, and directed his steps towards the large hall, a sumptuous apartment adorned with lavishly-framed paintings. A flunkey handed him an uncut Times, which he proceeded to cut with a skill which betrayed familiarity with this delicate operation. The perusal of this paper absorbed Phileas Fogg until a quarter before four, whilst the Standard, his next task, occupied him till the dinner hour. Dinner passed as breakfast had done, and Mr. Fogg re-appeared in the reading-room and sat down to the Pall Mall at twenty minutes before six. Half an hour later several members of the Reform came in and drew up to the fireplace, where a coal fire was steadily burning. They were Mr. Fogg s usual partners at whist: Andrew Stuart, an engineer; John Sullivan and Samuel Fallentin, bankers; Thomas Flanagan, a brewer; and Gauthier Ralph, one of the Directors of the Bank of England all rich and highly respectable personages, even in a club which comprises the princes of English trade and finance. "
Beyond Good and Evil,https://www.gutenberg.org/files/4363/4363-h/4363-h.htm,"260. In a tour through the many finer and coarser moralities which have hitherto prevailed or still prevail on the earth, I found certain traits recurring regularly together, and connected with one another, until finally two primary types revealed themselves to me, and a radical distinction was brought to light. There is MASTER-MORALITY and SLAVE-MORALITY, I would at once add, however, that in all higher and mixed civilizations, there are also attempts at the reconciliation of the two moralities, but one finds still oftener the confusion and mutual misunderstanding of them, indeed sometimes their close juxtaposition even in the same man, within one soul. The distinctions of moral values have either originated in a ruling caste, pleasantly conscious of being different from the ruled or among the ruled class, the slaves and dependents of all sorts. In the first case, when it is the rulers who determine the conception ""good, "" it is the exalted, proud disposition which is regarded as the distinguishing feature, and that which determines the order of rank. The noble type of man separates from himself the beings in whom the opposite of this exalted, proud disposition displays itself he despises them. Let it at once be noted that in this first kind of morality the antithesis ""good"" and ""bad"" means practically the same as ""noble"" and ""despicable"", the antithesis ""good"" and ""EVIL"" is of a different origin. The cowardly, the timid, the insignificant, and those thinking merely of narrow utility are despised; moreover, also, the distrustful, with their constrained glances, the self-abasing, the dog-like kind of men who let themselves be abused, the mendicant flatterers, and above all the liars: it is a fundamental belief of all aristocrats that the common people are untruthful. ""We truthful ones"" the nobility in ancient Greece called themselves. It is obvious that everywhere the designations of moral value were at first applied to MEN; and were only derivatively and at a later period applied to ACTIONS; it is a gross mistake, therefore, when historians of morals start with questions like, ""Why have sympathetic actions been praised?"" The noble type of man regards HIMSELF as a determiner of values; he does not require to be approved of; he passes the judgment: ""What is injurious to me is injurious in itself; "" he knows that it is he himself only who confers honour on things; he is a CREATOR OF VALUES. He honours whatever he recognizes in himself: such morality equals self-glorification. In the foreground there is the feeling of plenitude, of power, which seeks to overflow, the happiness of high tension, the consciousness of a wealth which would fain give and bestow: the noble man also helps the unfortunate, but not or scarcely out of pity, but rather from an impulse generated by the super-abundance of power. The noble man honours in himself the powerful one, him also who has power over himself, who knows how to speak and how to keep silence, who takes pleasure in subjecting himself to severity and hardness, and has reverence for all that is severe and hard. ""Wotan placed a hard heart in my breast, "" says an old Scandinavian Saga: it is thus rightly expressed from the soul of a proud Viking. Such a type of man is even proud of not being made for sympathy; the hero of the Saga therefore adds warningly: ""He who has not a hard heart when young, will never have one. "" The noble and brave who think thus are the furthest removed from the morality which sees precisely in sympathy, or in acting for the good of others, or in DESINTERESSEMENT, the characteristic of the moral; faith in oneself, pride in oneself, a radical enmity and irony towards ""selflessness, "" belong as definitely to noble morality, as do a careless scorn and precaution in presence of sympathy and the ""warm heart. "" It is the powerful who KNOW how to honour, it is their art, their domain for invention. The profound reverence for age and for tradition all law rests on this double reverence, the belief and prejudice in favour of ancestors and unfavourable to newcomers, is typical in the morality of the powerful; and if, reversely, men of ""modern ideas"" believe almost instinctively in ""progress"" and the ""future, "" and are more and more lacking in respect for old age, the ignoble origin of these ""ideas"" has complacently betrayed itself thereby. A morality of the ruling class, however, is more especially foreign and irritating to present-day taste in the sternness of its principle that one has duties only to one's equals; that one may act towards beings of a lower rank, towards all that is foreign, just as seems good to one, or ""as the heart desires, "" and in any case ""beyond good and evil"": it is here that sympathy and similar sentiments can have a place. The ability and obligation to exercise prolonged gratitude and prolonged revenge both only within the circle of equals, artfulness in retaliation, RAFFINEMENT of the idea in friendship, a certain necessity to have enemies (as outlets for the emotions of envy, quarrelsomeness, arrogance in fact, in order to be a good FRIEND): all these are typical characteristics of the noble morality, which, as has been pointed out, is not the morality of ""modern ideas, "" and is therefore at present difficult to realize, and also to unearth and disclose. It is otherwise with the second type of morality, SLAVE-MORALITY. Supposing that the abused, the oppressed, the suffering, the unemancipated, the weary, and those uncertain of themselves should moralize, what will be the common element in their moral estimates? Probably a pessimistic suspicion with regard to the entire situation of man will find expression, perhaps a condemnation of man, together with his situation. The slave has an unfavourable eye for the virtues of the powerful; he has a skepticism and distrust, a REFINEMENT of distrust of everything ""good"" that is there honoured he would fain persuade himself that the very happiness there is not genuine. On the other hand, THOSE qualities which serve to alleviate the existence of sufferers are brought into prominence and flooded with light; it is here that sympathy, the kind, helping hand, the warm heart, patience, diligence, humility, and friendliness attain to honour; for here these are the most useful qualities, and almost the only means of supporting the burden of existence. Slave-morality is essentially the morality of utility. Here is the seat of the origin of the famous antithesis ""good"" and ""evil"": power and dangerousness are assumed to reside in the evil, a certain dreadfulness, subtlety, and strength, which do not admit of being despised. According to slave-morality, therefore, the ""evil"" man arouses fear; according to master-morality, it is precisely the ""good"" man who arouses fear and seeks to arouse it, while the bad man is regarded as the despicable being. The contrast attains its maximum when, in accordance with the logical consequences of slave-morality, a shade of depreciation it may be slight and well-intentioned at last attaches itself to the ""good"" man of this morality; because, according to the servile mode of thought, the good man must in any case be the SAFE man: he is good-natured, easily deceived, perhaps a little stupid, un bonhomme. Everywhere that slave-morality gains the ascendancy, language shows a tendency to approximate the significations of the words ""good"" and ""stupid. "" A last fundamental difference: the desire for FREEDOM, the instinct for happiness and the refinements of the feeling of liberty belong as necessarily to slave-morals and morality, as artifice and enthusiasm in reverence and devotion are the regular symptoms of an aristocratic mode of thinking and estimating. Hence we can understand without further detail why love AS A PASSION it is our European specialty must absolutely be of noble origin; as is well known, its invention is due to the Provencal poet-cavaliers, those brilliant, ingenious men of the ""gai saber, "" to whom Europe owes so much, and almost owes itself. "
Old Granny Fox,https://www.gutenberg.org/files/4980/4980-h/4980-h.htm,CHAPTER I. Reddy Fox Brings Granny News CHAPTER II. Granny And Reddy Fox Go Hunting CHAPTER III. Reddy Is Sure Granny Has Lost Her Senses CHAPTER IV. Quacker The Duck Grows Curious CHAPTER V. Reddy Fox Is Afraid To Go Home CHAPTER VI. Old Granny Fox Is Caught Napping CHAPTER VII. Granny Fox Has A Bad Dream CHAPTER VIII. What Farmer Brown's Boy Did CHAPTER IX. Reddy Fox Hears About Granny Fox CHAPTER X. Reddy Fox Is Impudent CHAPTER XI. After The Storm CHAPTER XII. Granny And Reddy Fox Hunt In Vain CHAPTER XIII. Granny Fox Admits Growing Old CHAPTER XIV. Three Vain And Foolish Wishes CHAPTER XVI. Reddy Is Made Truly Happy CHAPTER XVII. Granny Fox Promises Reddy Bowser's Dinner CHAPTER XVIII. Why Bowser The Hound Didn't Eat His Dinner CHAPTER XIX. Old Man Coyote Does A Little Thinking CHAPTER XX. A Twice Stolen Dinner CHAPTER XXI. Granny And Reddy Talk Things Over CHAPTER XXII. Granny Fox Plans To Get A Fat Hen CHAPTER XXIII. Farmer Brown's Boy Forgets To Close The Gate CHAPTER XXIV. A Midnight Visit CHAPTER XXV. A Dinner For Two CHAPTER XXVI. Farmer Brown's Boy Sets A Trap CHAPTER XXVII. Prickly Porky Takes A Sun Bath CHAPTER XXVIII. Prickly Porky Enjoys Himself CHAPTER XXIX. The New Home In The Old Pasture
